PTac-EGFP.1 Time (s) ,PTac-EGFP.1 IPTG (nM),PTac-EGFP.1 EGFP (nM),PTac-EGFP.1 Growth Rate (s^(-1)),PTac-EGFP.2 Time (s) ,PTac-EGFP.2 IPTG (nM),PTac-EGFP.2 EGFP (nM),PTac-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.1 Time (s),PLuxB-EGFP.1 OC6 (nM),PLuxB-EGFP.1 EGFP (nM),PLuxB-EGFP.1 Growth Rate (s^(-1)),PLuxB-EGFP.2 Time (s),PLuxB-EGFP.2 OC6 (nM),PLuxB-EGFP.2 EGFP (nM),PLuxB-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.3 Time (s),PLuxB-EGFP.3 OC6 (nM),PLuxB-EGFP.3 EGFP (nM),PLuxB-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.4 Time (s),PLuxB-EGFP.4 OC6 (nM),PLuxB-EGFP.4 EGFP (nM),PLuxB-EGFP.4 Growth Rate (s^(-1)),PVanCC-EGFP.1 Time (s),PVanCC-EGFP.1 Vanillic Acid (nM),PVanCC-EGFP.1 EGFP (nM),PVanCC-EGFP.1 Growth Rate,PVanCC-EGFP.2 Time (s),PVanCC-EGFP.2 Vanillic Acid (nM),PVanCC-EGFP.2 EGFP (nM),PVanCC-EGFP.2 Growth Rate,PVanCC-EGFP.3 Time (s),PVanCC-EGFP.3 Vanillic Acid (nM),PVanCC-EGFP.3 EGFP (nM),PVanCC-EGFP.3 Growth Rate,PTac-mScarlet.1 Time (s),PTac-mScarlet.1 IPTG (nM),PTac-mScarlet.1 mScarlet-I (nM),PTac-mScarlet.1 Growth Rate,PTac-mScarlet.3 Time (s),PTac-mScarlet.3 IPTG (nM),PTac-mScarlet.3 mScarlet-I (nM),PTac-mScarlet.3 Growth Rate,PVanCC-EGFP.4 Time (s),PVanCC-EGFP.4 Vanillic Acid (nM),PVanCC-EGFP.4 EGFP (nM),PVanCC-EGFP.4 Growth Rate,PTac-EGFP.3 Time (s) ,PTac-EGFP.3 IPTG (nM),PTac-EGFP.3 EGFP (nM),PTac-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.5 Time (s),PLuxB-EGFP.5 OC6 (nM),PLuxB-EGFP.5 EGFP (nM),PLuxB-EGFP.5 Growth Rate (s^(-1)),PTac-ChbBC-mScarlet-I.1 Time (s),PTac-ChbBC-mScarlet-I.1 IPTG (nM),PTac-ChbBC-mScarlet-I.1 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.1 Growth Rate,PTac-ChbBC-mScarlet-I.2 Time (s),PTac-ChbBC-mScarlet-I.2 IPTG (nM),PTac-ChbBC-mScarlet-I.2 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.2 Growth Rate,PTac-ChbBC-mScarlet-I.3 Time (s),PTac-ChbBC-mScarlet-I.3 IPTG (nM),PTac-ChbBC-mScarlet-I.3 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.3 Growth Rate,PTac-ChbBC-mScarlet-I.4 Time (s),PTac-ChbBC-mScarlet-I.4 IPTG (nM),PTac-ChbBC-mScarlet-I.4 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.4 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.1 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.1 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.2 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.2 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 Growth Rate,Sponge Circuit 1.3.1 Time (s),Sponge Circuit 1.3.1 Vanillic Acid (nM),Sponge Circuit 1.3.1 OC6 (nM),Sponge Circuit 1.3.1 IPTG (nM),Sponge Circuit 1.3.1 EGFP (nM),Sponge Circuit 1.3.1 Growth Rate ,Sponge Circuit 1.3.2 Time (s),Sponge Circuit 1.3.2 Vanillic Acid (nM),Sponge Circuit 1.3.2 OC6 (nM),Sponge Circuit 1.3.2 IPTG (nM),Sponge Circuit 1.3.2 EGFP (nM),Sponge Circuit 1.3.2 Growth Rate ,Sponge Circuit 1.4.1 Time (s),Sponge Circuit 1.4.1 Vanillic Acid (nM),Sponge Circuit 1.4.1 OC6 (nM),Sponge Circuit 1.4.1 IPTG (nM),Sponge Circuit 1.4.1 EGFP (nM),Sponge Circuit 1.4.1 mScarlet-I (nM),Sponge Circuit 1.4.1 Growth Rate ,Sponge Circuit 1.4.2 Time (s),Sponge Circuit 1.4.2 Vanillic Acid (nM),Sponge Circuit 1.4.2 OC6 (nM),Sponge Circuit 1.4.2 IPTG (nM),Sponge Circuit 1.4.2 EGFP (nM),Sponge Circuit 1.4.2 mScarlet-I (nM),Sponge Circuit 1.4.2 Growth Rate ,Sponge Circuit 1.4.3 Time (s),Sponge Circuit 1.4.3 Vanillic Acid (nM),Sponge Circuit 1.4.3 OC6 (nM),Sponge Circuit 1.4.3 IPTG (nM),Sponge Circuit 1.4.3 EGFP (nM),Sponge Circuit 1.4.3 mScarlet-I (nM),Sponge Circuit 1.4.3 Growth Rate ,Sponge Circuit 1.4.4 Time (s),Sponge Circuit 1.4.4 Vanillic Acid (nM),Sponge Circuit 1.4.4 OC6 (nM),Sponge Circuit 1.4.4 IPTG (nM),Sponge Circuit 1.4.4 EGFP (nM),Sponge Circuit 1.4.4 mScarlet-I (nM),Sponge Circuit 1.4.4 Growth Rate 
20781.81,15000,15636.40733,0.000522402,20779.18,15000,4259.54973,0.0003016440,20779.93,10,56966.78487,0.000303252,20779.49,10,49751.9775,0.000324019,20779.82,10,51511.16312,0.000318171,20779.59,10,58005.19737,0.000318556,21329.87,3000,16532.71819,0.000309459,21327.5,3000,19080.84489,0.000328914,21344.58,3000,17847.15335,0.000352235,20780.58,40000,1405.953403,0.000442133,20782.68,40000,1027.555618,0.000349662,20778.47,3000,15851.8256,0.000341297,20778.8,40000,33813.94143,0.000324982,20778.6,10,51321.64997,0.000332352,20780.58,40000,996.6337649,0.000325317,20780.5,40000,1120.868863,0.000270512,20780.66,40000,1406.251673,0.000343536,20780.52,40000,1054.421491,0.000343024,20779.89,5500,0,117450.5997,0.000358066,20779.76,5500,0,48640.25592,0.000317268,20782.88,5500,0,0,78733.41373,0.000327057,20782.76,5500,0,0,82223.6306,0.00032239,20779.85,5500,0,0,96070.82103,42.81048767,0.000326961,20779.08,5500,0,0,110460.9207,3.893122447,0.000294428,20779.14,5500,0,0,116046.4303,0,0.00030218,20778.66,5500,0,0,110420.3674,0,0.000309408
20841.89,15000,15572.15271,0.000521881,20839.22,15000,4361.230556,0.0003016820,20839.98,10,57227.84656,0.000303504,20839.53,10,49674.16925,0.000323973,20839.87,10,51017.96124,0.000318431,20839.66,10,57942.2377,0.000318269,21389.91,3000,16875.50552,0.000309147,21387.54,3000,19197.34962,0.000329178,21404.62,3000,17892.02519,0.000352369,20840.65,40000,1345.560679,0.00044209,20842.76,40000,1026.785295,0.000349787,20838.52,3000,15986.15868,0.00034133,20838.85,40000,33832.74968,0.00032512,20838.67,10,51194.32233,0.000332581,20840.62,40000,1005.375883,0.000325429,20840.58,40000,1121.603007,0.000270727,20840.75,40000,1412.997308,0.000343654,20840.59,40000,1051.42177,0.000342937,20839.97,5500,0,117730.5619,0.000357485,20839.84,5500,0,48560.21048,0.000317184,20842.92,5500,0,0,78772.91601,0.000327258,20842.8,5500,0,0,82772.99443,0.000322625,20839.94,5500,0,0,96607.29498,34.89102996,0.000327069,20839.12,5500,0,0,110824.8966,5.364538805,0.000294933,20839.18,5500,0,0,115142.9405,0,0.000302151,20838.7,5500,0,0,110042.8689,0,0.000309384
20901.95,15000,15520.32876,0.000521231,20899.26,15000,4209.611887,0.0003017570,20900.02,10,57689.97418,0.000303751,20899.58,10,49382.865,0.000323952,20899.92,10,50984.70808,0.00031865,20899.73,10,58135.6839,0.000317982,21449.96,3000,16975.80688,0.000308886,21447.59,3000,19393.87688,0.000329426,21464.66,3000,17786.54749,0.000352351,20900.71,40000,1340.578747,0.000441959,20902.83,40000,1006.361129,0.000349811,20898.58,3000,15994.413,0.000341318,20898.89,40000,33933.29245,0.000325195,20898.74,10,51192.41703,0.000332837,20900.67,40000,1003.231764,0.000325595,20900.65,40000,1123.655341,0.000270916,20900.8,40000,1423.654622,0.000343806,20900.65,40000,1062.104828,0.000342863,20900.05,5500,0,118501.0325,0.000357011,20899.91,5500,0,48559.76335,0.000317111,20902.99,5500,0,0,78763.20184,0.000327482,20902.9,5500,0,0,82860.62688,0.000322914,20899.99,5500,0,0,96342.38876,28.76951623,0.000327303,20899.17,5500,0,0,110876.4198,18.9138311,0.000295342,20899.23,5500,0,0,114398.8138,0,0.000302043,20898.75,5500,0,0,109620.1602,0,0.000309403
20962.02,15000,15608.65252,0.000520578,20959.3,15000,4061.168686,0.0003017610,20960.07,10,57965.0631,0.000303974,20959.66,10,49021.07016,0.00032397,20959.96,10,50851.30695,0.000318883,20959.79,10,58181.8377,0.000317806,21510.01,3000,17214.10964,0.00030865,21507.64,3000,19207.32937,0.000329679,21524.74,3000,17828.80568,0.000352349,20960.78,40000,1291.492685,0.000441986,20962.87,40000,997.9099502,0.000349875,20958.62,3000,16190.49486,0.000341251,20958.94,40000,34160.21572,0.000325237,20958.81,10,51231.70054,0.000333189,20960.78,40000,999.4817203,0.000325748,20960.7,40000,1128.826747,0.000271148,20960.85,40000,1425.146476,0.000343949,20960.71,40000,1057.655231,0.000342746,20960.08,5500,0,118454.7065,0.000356456,20959.97,5500,0,49073.99093,0.000317044,20963.04,5500,0,0,78835.45689,0.000327669,20962.95,5500,0,0,82963.73479,0.000323104,20960.03,5500,0,0,96375.63275,9.137487859,0.000327572,20959.21,5500,0,0,110896.3717,12.3537665,0.000295748,20959.27,5500,0,0,114189.4663,0,0.000301935,20958.8,5500,0,0,109611.154,0,0.000309337
21022.07,15000,15526.21088,0.000519644,21019.35,15000,4164.104546,0.0003018480,21020.11,10,57649.79062,0.000304271,21019.73,10,49040.0052,0.000323882,21020.04,10,50945.58489,0.000319161,21019.83,10,58284.7998,0.00031745,21570.05,3000,17064.10473,0.000308669,21567.7,3000,19306.3657,0.000329941,21584.81,3000,17417.29728,0.00035215,21020.82,40000,1295.905814,0.00044199,21022.92,40000,997.3818721,0.000349996,21018.69,3000,16380.0603,0.000341173,21018.99,40000,34195.10252,0.000325173,21018.86,10,51365.88477,0.000333556,21020.82,40000,1010.564766,0.000326014,21020.75,40000,1119.664532,0.00027136,21020.89,40000,1421.488524,0.000344145,21020.79,40000,1058.291723,0.00034262,21020.14,5500,0,118761.1553,0.000355774,21020.03,5500,0,49037.56326,0.000317056,21023.11,5500,0,0,78697.87089,0.000327923,21022.99,5500,0,0,83235.08335,0.000323349,21020.06,5500,0,0,96405.28003,0,0.000327792,21019.26,5500,0,0,111186.2465,0,0.00029618,21019.34,5500,0,0,114258.3589,0,0.000301832,21018.84,5500,0,0,109851.3472,0,0.000309281
21082.12,15000,15705.71448,0.000518786,21079.41,15000,4180.011527,0.0003020330,21080.15,10,57618.01553,0.000304493,21079.77,10,48982.27324,0.000323835,21080.11,10,51213.03766,0.000319443,21079.87,10,58339.86887,0.000317046,21630.13,3000,17031.68924,0.000308668,21627.8,3000,19200.29946,0.000330201,21644.92,3000,17423.46413,0.000351929,21080.89,40000,1309.368498,0.000442034,21082.98,40000,1001.53205,0.000350231,21078.73,3000,16320.01316,0.000341134,21079.03,40000,34159.1967,0.000325051,21078.91,10,51385.90573,0.000333718,21080.88,40000,1022.897345,0.000326288,21080.79,40000,1134.205021,0.000271592,21080.93,40000,1427.853033,0.000344342,21080.87,40000,1067.59339,0.000342542,21080.18,5500,0,118791.4466,0.000355234,21080.1,5500,0,49416.10611,0.000317034,21083.18,5500,0,0,78435.86853,0.000328027,21083.06,5500,0,0,83066.66392,0.000323546,21080.12,5500,0,0,96561.80702,0,0.000327994,21079.33,5500,0,0,110805.8993,0,0.000296725,21079.4,5500,0,0,114376.4467,0,0.000301719,21078.88,5500,0,0,109330.8774,0,0.000309206
21142.17,15000,15935.835,0.000518092,21139.46,15000,4122.220662,0.0003024090,21140.22,10,57592.9382,0.000304533,21139.81,10,48984.79084,0.000323923,21140.16,10,51021.85507,0.000319652,21139.9,10,58205.14548,0.000316556,21690.2,3000,17313.38769,0.000308588,21687.87,3000,19102.08837,0.000330554,21704.97,3000,17335.27522,0.00035177,21140.94,40000,1313.724293,0.00044192,21143.03,40000,1005.51173,0.000350476,21138.77,3000,16290.74067,0.000341115,21139.08,40000,34012.20736,0.000325052,21138.98,10,51472.6396,0.000333825,21140.94,40000,1031.616377,0.000326548,21140.83,40000,1126.99796,0.000271824,21140.98,40000,1440.673252,0.000344382,21140.95,40000,1057.310533,0.000342494,21140.26,5500,0,118680.1587,0.000354596,21140.14,5500,0,49453.27199,0.000316971,21143.25,5500,0,0,78328.16948,0.000328162,21143.12,5500,0,0,82648.60575,0.000323876,21140.18,5500,0,0,96897.59288,0,0.000328163,21139.4,5500,0,0,110899.5048,0,0.000297236,21139.43,5500,0,0,114063.6155,0,0.000301508,21138.95,5500,0,0,109336.503,0,0.000309277
21202.23,15000,16277.5358,0.000517395,21199.5,15000,3915.726367,0.0003027190,21200.29,10,57820.65615,0.000304517,21199.85,10,48734.10716,0.000323945,21200.2,10,51223.70172,0.000319809,21199.94,10,58409.8529,0.00031611,21750.26,3000,17452.1213,0.000308474,21747.93,3000,19216.65815,0.000330984,21765.02,3000,17269.16991,0.000351704,21201.01,40000,1279.864657,0.000441726,21203.09,40000,1000.116383,0.000350739,21198.83,3000,16271.34556,0.000340986,21199.15,40000,33930.5005,0.000325041,21199.03,10,51239.01648,0.000333871,21201.01,40000,1037.358171,0.00032679,21200.88,40000,1130.284452,0.000272108,21201.02,40000,1434.503564,0.000344413,21201.01,40000,1068.170484,0.000342473,21200.29,5500,0,119030.7473,0.000354145,21200.18,5500,0,49508.01103,0.000316934,21203.32,5500,0,0,78273.28727,0.000328335,21203.23,5500,0,0,82927.65791,0.00032428,21200.25,5500,0,0,97077.20237,0,0.000328509,21199.46,5500,0,0,111048.2671,0,0.000297735,21199.51,5500,0,0,114886.5126,0,0.000301335,21199.01,5500,0,0,109611.6225,0,0.000309422
21262.29,15000,16113.75416,0.000516716,21259.54,15000,4020.948299,0.0003029640,21260.34,10,57816.31288,0.000304478,21259.9,10,48856.25704,0.000323919,21260.25,10,51170.40294,0.000320005,21260.02,10,58846.3304,0.000315785,21810.33,3000,17159.01051,0.000308332,21807.97,3000,19262.58448,0.000331341,21825.08,3000,17053.2296,0.000351542,21261.07,40000,1261.417025,0.000441492,21263.16,40000,1015.764315,0.000350943,21258.88,3000,16188.6844,0.000340899,21259.21,40000,33952.28746,0.000325118,21259.09,10,51154.87541,0.000333765,21261.08,40000,1050.779548,0.000327151,21260.92,40000,1143.157801,0.000272411,21261.06,40000,1427.499942,0.000344405,21261.05,40000,1070.783637,0.000342481,21260.33,5500,0,119737.3646,0.000353773,21260.25,5500,0,49292.18182,0.000316975,21263.39,5500,0,0,78076.94525,0.000328474,21263.31,5500,0,0,83025.33429,0.000324666,21260.33,5500,0,0,96967.18494,0,0.000328846,21259.54,5500,0,0,110849.3579,0,0.000298433,21259.59,5500,0,0,115205.7658,0,0.000301309,21259.07,5500,0,0,109737.9059,0,0.000309461
21322.36,15000,16461.10248,0.00051613,21319.58,15000,4151.722201,0.0003031580,21320.41,10,57596.41403,0.00030443,21319.97,10,48739.04092,0.000323832,21320.3,10,51472.12009,0.000320067,21320.07,10,58489.79035,0.000315628,21870.37,3000,17138.35246,0.00030817,21868.03,3000,19050.01633,0.00033155,21885.14,3000,17101.05062,0.000351353,21321.14,40000,1246.08046,0.000441008,21323.22,40000,1009.284267,0.000351072,21318.94,3000,16192.84935,0.000340844,21319.28,40000,33825.90927,0.00032516,21319.14,10,51101.33306,0.000333741,21321.16,40000,1067.788499,0.00032766,21321.04,40000,1146.728137,0.000272743,21321.1,40000,1422.565186,0.000344409,21321.12,40000,1062.463808,0.000342565,21320.39,5500,0,119760.9441,0.000353558,21320.29,5500,0,49432.27184,0.000316969,21323.47,5500,0,0,78045.85927,0.000328675,21323.36,5500,0,0,82910.16717,0.000325103,21320.38,5500,0,0,97283.4004,0,0.000329095,21319.58,5500,0,0,110830.2269,0,0.000298959,21319.64,5500,0,0,115873.348,0,0.000301257,21319.12,5500,0,0,109729.9108,0,0.000309585
21382.41,15000,16575.18182,0.000515559,21379.65,15000,4111.472168,0.0003031000,21380.48,10,57786.25152,0.000304169,21380.03,10,48846.20968,0.000323649,21380.36,10,51371.36787,0.000320229,21380.12,10,58348.37966,0.000315414,21930.45,3000,17111.59062,0.000308136,21928.1,3000,19363.05344,0.000331642,21945.2,3000,17197.94917,0.000351198,21381.18,40000,1276.385452,0.000440536,21383.29,40000,992.7942654,0.000351168,21379.01,3000,16333.34823,0.000340861,21379.33,40000,33934.74953,0.000325215,21379.17,10,50764.30942,0.000333748,21381.23,40000,1061.573439,0.000328086,21381.12,40000,1145.303146,0.000273009,21381.14,40000,1425.919372,0.000344462,21381.18,40000,1073.736295,0.000342759,21380.42,5500,0,120267.5519,0.000353399,21380.33,5500,0,49348.85342,0.000316989,21383.54,5500,0,0,77989.28721,0.000328789,21383.42,5500,0,0,82963.87781,0.000325534,21380.44,5500,0,0,97554.59032,0,0.000329338,21379.62,5500,0,0,110528.4142,0,0.000299446,21379.7,5500,0,0,115958.4756,0,0.000301152,21379.18,5500,0,0,110227.5448,0,0.000309638
21442.48,15000,16620.17163,0.000514985,21439.69,15000,4170.22819,0.0003029420,21440.53,10,57714.20521,0.000303999,21440.09,10,49119.39733,0.000323435,21440.43,10,51609.58152,0.000320449,21440.15,10,58237.65167,0.000315249,21990.52,3000,17343.52252,0.000308041,21988.14,3000,19385.75006,0.000331625,22005.26,3000,17015.41571,0.000351061,21441.22,40000,1325.065657,0.000440234,21443.33,40000,999.8687383,0.00035129,21439.08,3000,16177.34113,0.000340936,21439.4,40000,34015.44888,0.000325322,21439.24,10,50871.87816,0.000333753,21441.29,40000,1072.595596,0.000328472,21441.18,40000,1134.669114,0.000273297,21441.22,40000,1415.510109,0.000344459,21441.24,40000,1072.840793,0.000342891,21440.5,5500,0,119562.094,0.000353223,21440.38,5500,0,49458.19343,0.000317032,21443.61,5500,0,0,77953.83662,0.000329011,21443.48,5500,0,0,83166.94717,0.000326011,21440.51,5500,0,0,97828.0622,0,0.000329797,21439.69,5500,0,0,110060.2044,0,0.000299881,21439.75,5500,0,0,116745.9368,0,0.00030099,21439.25,5500,0,0,110892.7318,0,0.000309592
21502.54,15000,16549.60645,0.000514477,21499.78,15000,4285.54969,0.0003027840,21500.59,10,58090.65525,0.000303759,21500.12,10,48850.86218,0.000323297,21500.5,10,51703.88412,0.000320603,21500.19,10,57921.10732,0.000315004,22050.56,3000,17361.52779,0.000307934,22048.19,3000,19578.10755,0.000331457,22065.31,3000,16964.48144,0.000350915,21501.28,40000,1341.713336,0.000439777,21503.41,40000,1009.016564,0.000351527,21499.14,3000,16301.75147,0.000340885,21499.51,40000,33987.67916,0.000325354,21499.3,10,50992.04401,0.000333696,21501.35,40000,1068.449915,0.000328843,21501.24,40000,1119.361445,0.000273422,21501.31,40000,1408.257372,0.000344366,21501.3,40000,1082.577715,0.000343013,21500.55,5500,0,119496.6903,0.000353269,21500.45,5500,0,49479.75474,0.000317082,21503.67,5500,0,0,77926.41363,0.000329029,21503.58,5500,0,0,83516.65787,0.000326357,21500.55,5500,0,0,97911.18882,0,0.000329914,21499.75,5500,0,0,109804.7438,0,0.000300375,21499.79,5500,0,0,117099.5807,0,0.000300827,21499.31,5500,0,0,110526.9866,0,0.000309489
21562.6,15000,16674.93324,0.000513838,21559.81,15000,4481.180199,0.0003026260,21560.65,10,58349.54078,0.00030363,21560.17,10,48694.20821,0.000323172,21560.54,10,51597.01832,0.000320698,21560.27,10,57618.68921,0.000314811,22110.6,3000,17243.94137,0.000307773,22108.25,3000,19609.56657,0.000331446,22125.37,3000,16994.45067,0.000351024,21561.35,40000,1337.838836,0.000439554,21563.48,40000,1010.192299,0.00035159,21559.19,3000,16361.07626,0.000340849,21559.58,40000,33964.22532,0.000325377,21559.35,10,51013.83461,0.000333681,21561.38,40000,1067.31812,0.000329154,21561.31,40000,1104.649045,0.000273519,21561.34,40000,1411.854286,0.000344329,21561.35,40000,1085.104855,0.000343134,21560.62,5500,0,119717.8312,0.000353345,21560.52,5500,0,49552.71511,0.000317056,21563.74,5500,0,0,77717.09964,0.000329154,21563.63,5500,0,0,83953.05189,0.000326658,21560.59,5500,0,0,98229.62579,0,0.000329971,21559.81,5500,0,0,109892.468,0,0.000300746,21559.84,5500,0,0,117755.9562,0,0.000300584,21559.36,5500,0,0,110836.1156,0,0.000309397
21622.65,15000,16760.56075,0.00051311,21619.86,15000,4571.779831,0.0003024170,21620.71,10,58698.46228,0.000303519,21620.24,10,48426.32781,0.000323004,21620.61,10,51437.95744,0.000321014,21620.32,10,57441.00062,0.000314637,22170.65,3000,17330.06058,0.000307668,22168.3,3000,19755.75427,0.00033133,22185.4,3000,17027.61891,0.00035142,21621.4,40000,1319.938884,0.000439476,21623.52,40000,1025.00009,0.000351582,21619.23,3000,16265.11024,0.000340931,21619.62,40000,33912.61906,0.000325466,21619.41,10,50824.59736,0.000333634,21621.43,40000,1067.910278,0.000329449,21621.36,40000,1096.605206,0.000273637,21621.38,40000,1402.764057,0.000344361,21621.42,40000,1083.610188,0.000343213,21620.68,5500,0,120081.2516,0.000353554,21620.56,5500,0,50118.40175,0.000317046,21623.81,5500,0,0,77554.5052,0.000329298,21623.69,5500,0,0,84602.54295,0.000327068,21620.66,5500,0,0,98931.50364,0,0.000329972,21619.86,5500,0,0,109918.8567,0,0.000301096,21619.88,5500,0,0,117720.8533,0,0.000300403,21619.43,5500,0,0,111385.084,0,0.000309407
21682.7,15000,16676.68428,0.000512444,21679.93,15000,4463.122201,0.0003023400,21680.79,10,58961.8029,0.000303505,21680.3,10,48475.89832,0.000322761,21680.67,10,51765.27577,0.000321212,21680.38,10,57565.47735,0.000314537,22230.71,3000,17187.79793,0.000307714,22228.34,3000,19739.24693,0.000331185,22245.46,3000,17250.01316,0.000351718,21681.45,40000,1228.758365,0.000439507,21683.6,40000,1016.741395,0.000351479,21679.3,3000,16361.45103,0.000341018,21679.66,40000,33845.90946,0.000325491,21679.45,10,50560.84107,0.000333518,21681.46,40000,1061.736196,0.000329668,21681.43,40000,1101.121046,0.000273785,21681.42,40000,1422.342685,0.000344413,21681.49,40000,1077.915846,0.000343343,21680.76,5500,0,119781.5961,0.000353616,21680.62,5500,0,50195.31128,0.000317116,21683.88,5500,0,0,77531.23272,0.000329577,21683.77,5500,0,0,84770.89413,0.000327333,21680.72,5500,0,0,98793.30183,0,0.000330032,21679.93,5500,0,0,110249.947,0,0.000301309,21679.92,5500,0,0,118533.0956,0,0.000300231,21679.5,5500,0,0,111649.1782,0,0.000309318
21742.77,15000,16709.89282,0.000511698,21740,15000,4502.759539,0.0003022620,21740.85,10,59235.54381,0.00030348,21740.34,10,48275.901,0.000322509,21740.74,10,51687.7724,0.000321149,21740.42,10,57509.90605,0.00031458,22290.77,3000,17079.83533,0.000307658,22288.38,3000,19989.12252,0.00033104,22305.5,3000,16986.52773,0.000351958,21741.54,40000,1121.624195,0.000439592,21743.67,40000,1013.628087,0.000351471,21739.33,3000,16289.22944,0.000340965,21739.7,40000,33871.87629,0.000325547,21739.53,10,50432.82591,0.000333344,21741.53,40000,1062.150014,0.000329894,21741.48,40000,1109.562907,0.000273934,21741.46,40000,1423.667042,0.000344482,21741.57,40000,1068.768351,0.000343573,21740.84,5500,0,120011.482,0.000353716,21740.7,5500,0,50457.53706,0.000317014,21743.92,5500,0,0,77580.39645,0.000329868,21743.84,5500,0,0,85185.81235,0.000327714,21740.79,5500,0,0,98608.09172,0,0.000330122,21740,5500,0,0,110622.3955,0,0.000301361,21739.97,5500,0,0,118242.4125,0,0.000300011,21739.56,5500,0,0,111343.9726,0,0.000309316
21802.84,15000,16878.65898,0.000511127,21800.08,15000,4617.194939,0.0003022400,21800.88,10,59110.96116,0.000303497,21800.41,10,48186.51455,0.00032226,21800.78,10,51654.4699,0.000320945,21800.47,10,57565.71329,0.000314603,22350.84,3000,17415.26152,0.00030763,22348.43,3000,19939.05463,0.000330896,22365.56,3000,16719.67551,0.000352161,21801.61,40000,1155.794636,0.000439691,21803.71,40000,1010.503206,0.000351436,21799.36,3000,16330.23209,0.000341045,21799.74,40000,33806.31945,0.000325362,21799.55,10,50450.67644,0.000333241,21801.6,40000,1058.216148,0.000330229,21801.55,40000,1109.75406,0.000274105,21801.51,40000,1423.352987,0.000344651,21801.63,40000,1061.617642,0.000343926,21800.91,5500,0,119645.0355,0.000353708,21800.77,5500,0,50512.17106,0.00031692,21803.98,5500,0,0,77879.83243,0.000330201,21803.95,5500,0,0,85037.08421,0.000328023,21800.83,5500,0,0,99054.40588,0,0.000330208,21800.09,5500,0,0,111230.5029,0,0.000301273,21800.02,5500,0,0,118135.075,0,0.000299597,21799.6,5500,0,0,111660.1529,0,0.00030924
21862.91,15000,16762.51919,0.000510685,21860.11,15000,4625.874768,0.0003021820,21860.93,10,59212.54594,0.000303591,21860.45,10,48119.63897,0.000322019,21860.82,10,51540.4269,0.000320791,21860.54,10,57751.83852,0.000314814,22410.9,3000,17508.29775,0.000307585,22408.49,3000,19905.69142,0.000330777,22425.63,3000,16435.3257,0.00035218,21861.67,40000,1081.623899,0.000439709,21863.77,40000,1003.482737,0.000351435,21859.41,3000,16474.81431,0.000341079,21859.81,40000,33775.5226,0.000325226,21859.63,10,50276.48112,0.000333194,21861.68,40000,1049.487882,0.000330468,21861.61,40000,1113.338508,0.000274134,21861.55,40000,1427.634436,0.000344808,21861.68,40000,1078.412445,0.000344238,21860.97,5500,0,119362.8803,0.000353614,21860.83,5500,0,50244.5497,0.000316903,21864.05,5500,0,0,78061.66743,0.000330634,21863.98,5500,0,0,85018.26078,0.000328283,21860.9,5500,0,0,99161.42196,0,0.000330298,21860.14,5500,0,0,111751.1995,0,0.000301039,21860.08,5500,0,0,118742.9241,0,0.000299078,21859.66,5500,0,0,111095.2989,0,0.000309338
21922.99,15000,16758.3303,0.000510616,21920.15,15000,4502.324725,0.0003021590,21920.97,10,59096.57426,0.000303661,21920.53,10,48231.63314,0.000321813,21920.89,10,51515.69204,0.000320627,21920.59,10,57737.09546,0.00031506,22470.96,3000,17477.20265,0.000307633,22468.52,3000,19936.64555,0.000330591,22485.69,3000,16259.00011,0.00035216,21921.74,40000,1139.72783,0.000439708,21923.84,40000,985.0910362,0.000351384,21919.45,3000,16431.72314,0.000341148,21919.87,40000,33842.30136,0.000325064,21919.69,10,50365.81704,0.000333053,21921.72,40000,1060.802942,0.000330808,21921.68,40000,1111.302531,0.000274145,21921.6,40000,1431.248385,0.000345127,21921.72,40000,1081.720513,0.000344474,21921.03,5500,0,119070.467,0.000353653,21920.9,5500,0,50117.92462,0.000316933,21924.12,5500,0,0,78045.32894,0.000330949,21924.02,5500,0,0,85073.37887,0.000328729,21920.97,5500,0,0,99598.51757,0,0.000330371,21920.21,5500,0,0,111960.0961,0,0.000300852,21920.14,5500,0,0,119346.454,0,0.00029871,21919.7,5500,0,0,110513.5412,0,0.000309402
